property_id,source_url,discovered_on_page,price_matches_discovery,title,address,description,price,price_listed,area,area_unit,area_marla,area_source,bedrooms,bathrooms,locality,latitude,longitude,latitude_clean,longitude_clean,coord_in_lahore,coord_source,loc_society,loc_phase,loc_phase_num,loc_sector,loc_block,loc_sub,loc_path,views,image_count,is_featured,has_video,created_at,clean_flags,exclusion_reason,excluded,fp_group_id,n_listings,fp_price_median,fp_price_spread,collapsed
9000184,https://example.invalid/synthetic/9000184,4,True,"2.9 Marla House for Sale in Phase 2, Al-Kabir Town, Lahore","Phase 2, Al-Kabir Town, Lahore, Punjab, Pakistan",,9100000.0,9100000.0,2.9,marla,2.9,payload,3,4,Al-Kabir Town,31.312174,74.669943,31.312174,74.669943,True,source,Al-Kabir Town,Phase 2,2,,,,Al-Kabir Town > Phase 2,53,2,False,False,2024-01-08 20:28:27+00:00,synthetic,,False,184,1,9100000.0,0.0,False
9000185,https://example.invalid/synthetic/9000185,4,True,"4.4 Marla House for Sale in Gulshan Park, Lahore","Gulshan Park, Lahore, Punjab, Pakistan",,10800000.0,10800000.0,4.4,marla,4.4,payload,3,3,Gulshan Park,31.616669,74.082132,31.616669,74.082132,True,source,Gulshan Park,,,,,,Gulshan Park,12,4,False,False,2023-11-30 15:47:56+00:00,synthetic,,False,185,1,10800000.0,0.0,False
9000186,https://example.invalid/synthetic/9000186,4,True,"2.8 Marla House for Sale in Vital Homes Housing Scheme, Lahore","Vital Homes Housing Scheme, Lahore, Punjab, Pakistan",,13500000.0,13500000.0,2.8,marla,2.8,payload,3,3,Vital Homes Housing Scheme,31.483204,74.043107,31.483204,74.043107,True,source,Vital Homes Housing Scheme,,,,,,Vital Homes Housing Scheme,49,27,False,False,2023-09-30 17:49:23+00:00,synthetic,,False,186,1,13500000.0,0.0,False
9000187,https://example.invalid/synthetic/9000187,4,True,"38.6 Marla House for Sale in Block K, Phase 6, DHA, Lahore","Block K, Phase 6, DHA, Lahore, Punjab, Pakistan",,164500000.0,164500000.0,38.6,marla,38.6,payload,6,6,DHA,31.627838,73.955516,31.627838,73.955516,True,source,DHA,Phase 6,6,,Block K,,DHA > Phase 6 > Block K,13,29,False,False,2024-04-17 15:52:43+00:00,synthetic,,False,187,1,164500000.0,0.0,False
9000188,https://example.invalid/synthetic/9000188,4,True,"3.3 Marla House for Sale in Shershah Colony, Lahore","Shershah Colony, Lahore, Punjab, Pakistan",,7900000.0,7900000.0,3.3,marla,3.3,payload,3,3,Shershah Colony,31.758818,74.539124,31.758818,74.539124,True,source,Shershah Colony,,,,,,Shershah Colony,53,1,False,False,2023-10-13 22:45:04+00:00,synthetic,,False,188,1,7900000.0,0.0,False
9000189,https://example.invalid/synthetic/9000189,4,True,"5.2 Marla House for Sale in Lahore Medical Housing Society, Lahore","Lahore Medical Housing Society, Lahore, Punjab, Pakistan",,19200000.0,19200000.0,5.2,marla,5.2,payload,4,5,Lahore Medical Housing Society,31.215606,74.717552,31.215606,74.717552,True,source,Lahore Medical Housing Society,,,,,,Lahore Medical Housing Society,16,12,False,False,2024-07-19 04:23:34+00:00,synthetic,,False,189,1,19200000.0,0.0,False
9000190,https://example.invalid/synthetic/9000190,4,True,"4.8 Marla House for Sale in Al Hafeez Garden, Lahore","Al Hafeez Garden, Lahore, Punjab, Pakistan",,18600000.0,18600000.0,4.8,marla,4.8,payload,4,5,Al Hafeez Garden,31.709712,74.544276,31.709712,74.544276,True,source,Al Hafeez Garden,,,,,,Al Hafeez Garden,1,10,False,False,2024-01-21 14:03:22+00:00,synthetic,,False,190,1,18600000.0,0.0,False
9000191,https://example.invalid/synthetic/9000191,4,True,"5 Marla House for Sale in Block B, Phase 3, Nespak Housing Scheme, Lahore","Block B, Phase 3, Nespak Housing Scheme, Lahore, Punjab, Pakistan",,16600000.0,16600000.0,5.0,marla,5.0,payload,6,6,Nespak Housing Scheme,31.373823,74.585193,31.373823,74.585193,True,source,Nespak Housing Scheme,Phase 3,3,,Block B,,Nespak Housing Scheme > Phase 3 > Block B,55,6,False,False,2024-01-05 09:08:54+00:00,synthetic,,False,191,1,16600000.0,0.0,False
9000192,https://example.invalid/synthetic/9000192,4,True,"5.1 Marla House for Sale in Bismillah Housing Scheme, Lahore","Bismillah Housing Scheme, Lahore, Punjab, Pakistan",,17300000.0,17300000.0,5.1,marla,5.1,payload,4,5,Bismillah Housing Scheme,31.246967,74.116727,31.246967,74.116727,True,source,Bismillah Housing Scheme,,,,,,Bismillah Housing Scheme,22,29,False,False,2024-06-01 07:12:59+00:00,synthetic,,False,192,1,17300000.0,0.0,False
9000193,https://example.invalid/synthetic/9000193,4,True,"4.5 Marla House for Sale in Park View Villas, Lahore","Park View Villas, Lahore, Punjab, Pakistan",,12000000.0,12000000.0,4.5,marla,4.5,payload,4,4,Park View Villas,31.580225,74.352075,31.580225,74.352075,True,source,Park View Villas,,,,,,Park View Villas,35,28,False,False,2023-11-04 08:23:43+00:00,synthetic,,False,193,1,12000000.0,0.0,False
9000194,https://example.invalid/synthetic/9000194,4,True,"5.3 Marla House for Sale in Phase 2, PGECHS, Lahore","Phase 2, PGECHS, Lahore, Punjab, Pakistan",,15500000.0,15500000.0,5.3,marla,5.3,payload,4,4,PGECHS,31.454588,74.298066,31.454588,74.298066,True,source,PGECHS,Phase 2,2,,,,PGECHS > Phase 2,12,8,False,False,2024-07-06 06:13:10+00:00,synthetic,,False,194,1,15500000.0,0.0,False
9000195,https://example.invalid/synthetic/9000195,4,True,"18.3 Marla House for Sale in Block D, Phase 6, DHA, Lahore","Block D, Phase 6, DHA, Lahore, Punjab, Pakistan",,95600000.0,95600000.0,18.3,marla,18.3,payload,5,6,DHA,31.592581,74.42232,31.592581,74.42232,True,source,DHA,Phase 6,6,,Block D,,DHA > Phase 6 > Block D,22,18,False,False,2024-05-23 22:24:13+00:00,synthetic,,False,195,1,95600000.0,0.0,False
9000196,https://example.invalid/synthetic/9000196,4,True,"21.1 Marla House for Sale in Allama Iqbal Town, Lahore","Allama Iqbal Town, Lahore, Punjab, Pakistan",,97200000.0,97200000.0,21.1,marla,21.1,payload,5,6,Allama Iqbal Town,31.536665,74.44171,31.536665,74.44171,True,source,Allama Iqbal Town,,,,,,Allama Iqbal Town,43,0,False,False,2023-12-23 20:26:08+00:00,synthetic,,False,196,1,97200000.0,0.0,False
9000197,https://example.invalid/synthetic/9000197,4,True,"3.7 Marla House for Sale in Model Town, Lahore","Model Town, Lahore, Punjab, Pakistan",,20100000.0,20100000.0,3.7,marla,3.7,payload,3,3,Model Town,31.267409,74.657921,31.267409,74.657921,True,source,Model Town,,,,,,Model Town,38,20,False,False,2023-12-10 01:23:25+00:00,synthetic,,False,197,1,20100000.0,0.0,False
9000198,https://example.invalid/synthetic/9000198,4,True,"21.2 Marla House for Sale in Block F, Phase 6, DHA, Lahore","Block F, Phase 6, DHA, Lahore, Punjab, Pakistan",,109700000.0,109700000.0,21.2,marla,21.2,payload,5,6,DHA,31.446473,73.990101,31.446473,73.990101,True,source,DHA,Phase 6,6,,Block F,,DHA > Phase 6 > Block F,44,4,False,False,2024-02-03 19:53:58+00:00,synthetic,,False,198,1,109700000.0,0.0,False
9000199,https://example.invalid/synthetic/9000199,4,True,"4.9 Marla House for Sale in Bahria Town, Lahore","Bahria Town, Lahore, Punjab, Pakistan",,16800000.0,16800000.0,4.9,marla,4.9,payload,3,5,Bahria Town,31.424418,74.14456,31.424418,74.14456,True,source,Bahria Town,,,Sector E,,,Bahria Town,24,14,False,False,2023-10-10 11:39:21+00:00,synthetic,,False,199,1,16800000.0,0.0,False
